Country Name,CCA3,Year,Population,Country Name_wb,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Tuvalu,TUV,1960,6104.0,Tuvalu,TUV,East Asia & Pacific,Upper middle income,,,,,,,,,,
Tanzania,TZA,1960,10074507.0,Tanzania,TZA,Sub-Saharan Africa,Low income,49.041,20.626,,,,,143.7,43.6,,
Uganda,UGA,1960,6788214.0,Uganda,UGA,Sub-Saharan Africa,Low income,49.055,20.385,,423008000.0,62.5096,,131.7,44.359,,
Ukraine,UKR,1960,42662149.0,Ukraine,UKR,Europe & Central Asia,Lower middle income,21.008,8.675,,,,,,68.2995,,
Uruguay,URY,1960,2538651.0,Uruguay,URY,Latin America & Caribbean,High income: nonOECD,22.075,9.735,,1242290000.0,489.352,,57.4,67.783,,
United States,USA,1960,180671000.0,United States,USA,North America,High income: OECD,23.7,9.5,4049.79,543000000000.0,3007.12,,25.9,69.7707,,
Uzbekistan,UZB,1960,8549493.0,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,44.07,13.599,,,,,,58.835,,
St. Vincent and the Grenadines,VCT,1960,80949.0,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,47.837,12.541,,13066600.0,161.361,,,59.26,,
"Venezuela, RB",VEN,1960,8146847.0,"Venezuela, RB",VEN,Latin America & Caribbean,High income: nonOECD,44.625,9.481,,7779090000.0,955.446,,58.7,59.831,,
Virgin Islands (U.S.),VIR,1960,32500.0,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income: nonOECD,35.0,10.0,,,,,,66.2249,,
Vietnam,VNM,1960,32670629.0,Vietnam,VNM,East Asia & Pacific,Lower middle income,42.165,12.045,,,,,,59.039,,
Vanuatu,VUT,1960,63699.0,Vanuatu,VUT,East Asia & Pacific,Lower middle income,48.771,16.007,,,,,105.8,48.975,,
Samoa,WSM,1960,108646.0,Samoa,WSM,East Asia & Pacific,Lower middle income,48.138,10.822,,,,,,56.902,,
"Yemen, Rep.",YEM,1960,5172135.0,"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,53.504,36.234,,,,,,29.919,,
South Africa,ZAF,1960,17456855.0,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,41.075,17.398,,7575400000.0,443.01,,,48.406,,
Zambia,ZMB,1960,3044846.0,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,49.672,18.471,,713000000.0,232.189,,122.2,46.687,,
Zimbabwe,ZWE,1960,3747369.0,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,47.996,14.441,,1052990400.0,278.814,,92.8,53.019,,
Aruba,ABW,1961,55438.0,Aruba,ABW,Latin America & Caribbean,High income: nonOECD,34.529,6.241,,,,,,66.074,307.989,
Afghanistan,AFG,1961,9166764.0,Afghanistan,AFG,South Asia,Low income,51.373,31.649,,548889000.0,59.8609,,236.5,32.962,14.045,
Angola,AGO,1961,5753024.0,Angola,AGO,Sub-Saharan Africa,Upper middle income,48.779,26.859,,,,,,37.811,4.43689,
Albania,ALB,1961,1659800.0,Albania,ALB,Europe & Central Asia,Upper middle income,40.368,10.719,,,,,,63.301,60.5766,
Andorra,AND,1961,14375.0,Andorra,AND,Europe & Central Asia,High income: nonOECD,,,,,,,,,30.5851,
United Arab Emirates,ARE,1961,101078.0,United Arab Emirates,ARE,Middle East & North Africa,High income: nonOECD,46.705,14.761,,,,,127.8,52.56,1.41926,
Argentina,ARG,1961,20953077.0,Argentina,ARG,Latin America & Caribbean,High income: nonOECD,23.569,8.618,,,,,,65.176,7.60673,
Armenia,ARM,1961,1941491.0,Armenia,ARM,Europe & Central Asia,Lower middle income,37.217,9.249,,,,,,66.403,68.1943,
American Samoa,ASM,1961,20486.0,American Samoa,ASM,East Asia & Pacific,Upper middle income,,,,,,,,,103.01,
Antigua and Barbuda,ATG,1961,56144.0,Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,32.5,9.356,,,,,,62.523,125.002,
Australia,AUS,1961,10483000.0,Australia,AUS,East Asia & Pacific,High income: OECD,22.9,8.5,1947.15,19653900000.0,1874.84,,19.9,70.9732,1.36457,
Austria,AUT,1961,7086299.0,Austria,AUT,Europe & Central Asia,High income: OECD,18.6,12.1,1882.22,7311750000.0,1031.82,,35.0,69.5773,85.8113,
Azerbaijan,AZE,1961,4030320.0,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,45.741,12.595,,,,,,61.256,48.4315,
Burundi,BDI,1961,2839666.0,Burundi,BDI,Sub-Saharan Africa,Low income,48.446,22.93,,202999991.0,71.1672,,,41.592,111.076,
Belgium,BEL,1961,9183948.0,Belgium,BEL,Europe & Central Asia,High income: OECD,17.3,11.6,1627.51,12400100000.0,1350.2,,28.1,70.521,,
Benin,BEN,1961,2465867.0,Benin,BEN,Sub-Saharan Africa,Low income,44.733,28.286,,235668000.0,95.5722,,181.9,37.727,21.8683,
Burkina Faso,BFA,1961,4894580.0,Burkina Faso,BFA,Sub-Saharan Africa,Low income,47.215,28.147,,350247000.0,71.5582,,154.0,34.897,17.8895,
Bangladesh,BGD,1961,49592802.0,Bangladesh,BGD,South Asia,Lower middle income,48.403,19.839,,4817580000.0,97.5953,,169.3,45.97,379.218,
Bulgaria,BGR,1961,7943118.0,Bulgaria,BGR,Europe & Central Asia,Upper middle income,17.4,7.9,,,,,,70.1956,71.799,
Bahrain,BHR,1961,167894.0,Bahrain,BHR,Middle East & North Africa,High income: nonOECD,45.855,13.686,,,,,123.3,53.235,243.325,
"Bahamas, The",BHS,1961,115108.0,"Bahamas, The",BHS,Latin America & Caribbean,High income: nonOECD,34.029,7.113,,190098000.0,1651.29,,,64.885,11.5006,
Bosnia and Herzegovina,BIH,1961,3288602.0,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,30.907,9.293,,,,,,61.019,64.2305,
Belarus,BLR,1961,8271216.0,Belarus,BLR,Europe & Central Asia,Upper middle income,22.788,9.69,,,,,,68.2127,40.777,
Belize,BLZ,1961,94703.0,Belize,BLZ,Latin America & Caribbean,Upper middle income,44.382,10.86,,29964400.0,316.404,,,60.531,4.15182,
Bermuda,BMU,1961,45500.0,Bermuda,BMU,North America,High income: nonOECD,,,,89250000.0,1961.54,,,,842.593,
Bolivia,BOL,1961,3764813.0,Bolivia,BOL,Latin America & Caribbean,Lower middle income,43.717,23.187,,406685000.0,109.061,,172.0,42.15,3.44223,
Brazil,BRA,1961,74351763.0,Brazil,BRA,Latin America & Caribbean,Upper middle income,41.932,13.041,,15236900000.0,205.041,,124.2,54.634,8.89089,
Barbados,BRB,1961,231678.0,Barbados,BRB,Latin America & Caribbean,High income: nonOECD,29.968,10.443,,,,,65.0,65.198,538.879,
Brunei Darussalam,BRN,1961,85596.0,Brunei Darussalam,BRN,East Asia & Pacific,High income: nonOECD,44.188,12.998,,,,,,55.81,16.2357,
Bhutan,BTN,1961,228918.0,Bhutan,BTN,South Asia,Lower middle income,49.534,28.446,,,,,,34.889,4.89804,
Botswana,BWA,1961,537249.0,Botswana,BWA,Sub-Saharan Africa,Upper middle income,47.059,17.275,,32902300.0,64.1765,,112.2,49.684,0.904637,
Central African Republic,CAF,1961,1529227.0,Central African Republic,CAF,Sub-Saharan Africa,Low income,43.185,27.758,,123135000.0,80.6876,,162.2,36.715,2.44962,
Canada,CAN,1961,18271000.0,Canada,CAN,North America,High income: OECD,26.0,7.7,5605.11,41556000000.0,2274.42,,26.9,71.3461,2.00924,
Switzerland,CHE,1961,5434294.0,Switzerland,CHE,Europe & Central Asia,High income: OECD,18.3,9.4,3225.99,10712700000.0,1971.32,,21.2,71.6449,137.48,
Channel Islands,CHI,1961,110399.0,Channel Islands,CHI,Europe & Central Asia,High income: nonOECD,16.424,12.188,,,,,,70.833,557.571,
Chile,CHL,1961,7890156.0,Chile,CHL,Latin America & Caribbean,High income: OECD,35.108,11.27,,4609730000.0,555.134,,123.9,57.616,11.1681,
China,CHN,1961,660330000.0,China,CHN,East Asia & Pacific,Upper middle income,18.02,14.24,,50056900000.0,75.8058,,,44.051,70.3358,
Cote d'Ivoire,CIV,1961,3694205.0,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,54.017,27.694,,618246000.0,170.243,,207.3,36.948,11.42,
Cameroon,CMR,1961,5285231.0,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,42.816,21.948,,657597000.0,124.427,,160.0,42.255,11.1803,
"Congo, Dem. Rep.",COD,1961,15637733.0,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,46.732,22.589,,3086750000.0,197.391,,,41.312,6.89782,
"Congo, Rep.",COG,1961,1064111.0,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,42.859,18.485,,151676000.0,145.406,,107.9,46.338,3.05451,
Colombia,COL,1961,16982315.0,Colombia,COL,Latin America & Caribbean,Upper middle income,45.751,11.306,,4540450000.0,274.052,,91.6,57.813,14.9327,
Comoros,COM,1961,194139.0,Comoros,COM,Sub-Saharan Africa,Low income,47.595,23.013,,,,,,41.846,104.32,
Cabo Verde,CPV,1961,205956.0,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,47.618,20.011,,,,,,48.66,50.9496,
Costa Rica,CRI,1961,1381917.0,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,45.305,9.864,,490325000.0,355.004,,,61.018,27.0502,
Cuba,CUB,1961,7289826.0,Cuba,CUB,Latin America & Caribbean,Upper middle income,33.287,8.686,,,,,,64.446,67.8883,
Curacao,CUW,1961,126125.0,Curacao,CUW,Latin America & Caribbean,High income: nonOECD,,,,,,,,,284.065,
Cayman Islands,CYM,1961,8026.0,Cayman Islands,CYM,Latin America & Caribbean,High income: nonOECD,,,,,,,,,33.4417,
Cyprus,CYP,1961,576395.0,Cyprus,CYP,Europe & Central Asia,High income: nonOECD,25.222,7.324,,,,,,69.949,62.3804,
Czech Republic,CZE,1961,9586651.0,Czech Republic,CZE,Europe & Central Asia,High income: OECD,13.7,9.9,,,,,,70.5127,124.067,
Germany,DEU,1961,73377632.0,Germany,DEU,Europe & Central Asia,High income: OECD,17.9,11.6,1683.41,,,,,69.508,210.173,
Djibouti,DJI,1961,88498.0,Djibouti,DJI,Middle East & North Africa,Lower middle income,43.872,17.907,,,,,,44.469,3.81786,
Dominica,DMA,1961,61032.0,Dominica,DMA,Latin America & Caribbean,Upper middle income,,,,,,,76.7,,81.376,
Denmark,DNK,1961,4611687.0,Denmark,DNK,Europe & Central Asia,High income: OECD,16.6,9.4,1192.41,6933840000.0,1503.54,,20.8,72.4383,108.843,
Dominican Republic,DOM,1961,3406299.0,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,51.047,15.51,,654100200.0,192.028,,101.2,52.306,70.5088,
Algeria,DZA,1961,11404859.0,Algeria,DZA,Middle East & North Africa,Upper middle income,49.576,19.967,,2434780000.0,214.776,,146.6,46.599,4.75969,
Ecuador,ECU,1961,4676859.0,Ecuador,ECU,Latin America & Caribbean,Upper middle income,44.052,15.259,,1753850000.0,375.222,,116.3,53.547,16.884,
"Egypt, Arab Rep.",EGY,1961,27744712.0,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,46.287,18.879,,,,,204.0,48.609,27.4913,
Eritrea,ERI,1961,1432640.0,Eritrea,ERI,Sub-Saharan Africa,Low income,48.653,24.492,,,,,,39.075,10.231,
Spain,ESP,1961,30739250.0,Spain,ESP,Europe & Central Asia,High income: OECD,21.2,8.3,550.436,13834300000.0,450.053,,,69.4805,61.5056,
Estonia,EST,1961,1225077.0,Estonia,EST,Europe & Central Asia,High income: OECD,16.5,10.6,,,,,,68.3608,28.9001,
Ethiopia,ETH,1961,22671190.0,Ethiopia,ETH,Sub-Saharan Africa,Low income,47.837,24.395,,,,,,39.082,22.6712,
Finland,FIN,1961,4461005.0,Finland,FIN,Europe & Central Asia,High income: OECD,18.4,9.1,2187.62,5921660000.0,1327.43,,20.6,68.8441,14.6459,
Fiji,FJI,1961,407156.0,Fiji,FJI,East Asia & Pacific,Upper middle income,44.257,8.137,,116988000.0,287.264,,55.2,61.172,22.2906,
France,FRA,1961,47444751.0,France,FRA,Europe & Central Asia,High income: OECD,18.7,11.3,1550.38,68346700000.0,1446.78,,22.4,70.1171,86.2737,
Faroe Islands,FRO,1961,35115.0,Faroe Islands,FRO,Europe & Central Asia,High income: nonOECD,,,,,,,,,25.1261,
Gabon,GAB,1961,504167.0,Gabon,GAB,Sub-Saharan Africa,Upper middle income,33.024,25.298,,167638000.0,331.432,,,40.082,1.96297,
United Kingdom,GBR,1961,52800000.0,United Kingdom,GBR,Europe & Central Asia,High income: OECD,17.9,12.0,2553.69,76694400000.0,1452.54,,22.5,70.878,218.245,
Georgia,GEO,1961,3703600.0,Georgia,GEO,Europe & Central Asia,Lower middle income,24.858,12.054,,,,,,64.058,64.7958,
Ghana,GHA,1961,6866539.0,Ghana,GHA,Sub-Saharan Africa,Lower middle income,47.521,18.19,,1302670000.0,190.219,,123.1,46.279,30.0971,
Guinea,GIN,1961,3633652.0,Guinea,GIN,Sub-Saharan Africa,Low income,45.853,29.277,,,,,,35.086,14.4557,
"Gambia, The",GMB,1961,376737.0,"Gambia, The",GMB,Sub-Saharan Africa,Low income,48.652,30.754,,,,,150.1,32.336,36.8029,
Guinea-Bissau,GNB,1961,623415.0,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,42.18,25.481,,,,,,37.752,22.1466,
Equatorial Guinea,GNQ,1961,258947.0,Equatorial Guinea,GNQ,Sub-Saharan Africa,High income: nonOECD,40.745,27.624,,,,,,36.872,9.22606,
Greece,GRC,1961,8398050.0,Greece,GRC,Europe & Central Asia,High income: OECD,17.9,7.6,272.563,5016050000.0,597.287,,38.0,68.5486,65.1517,
Grenada,GRD,1961,91260.0,Grenada,GRD,Latin America & Caribbean,Upper middle income,43.418,10.73,,,,,,62.657,268.609,
Greenland,GRL,1961,33700.0,Greenland,GRL,Europe & Central Asia,High income: nonOECD,,,,,,,,,0.0986245,
Guatemala,GTM,1961,4336143.0,Guatemala,GTM,Latin America & Caribbean,Lower middle income,47.843,18.237,,1076699900.0,248.308,,144.1,47.219,40.4642,
Guam,GUM,1961,68072.0,Guam,GUM,East Asia & Pacific,High income: nonOECD,37.994,7.812,,,,,,61.481,126.059,
Guyana,GUY,1961,589274.0,Guyana,GUY,Latin America & Caribbean,Lower middle income,42.124,9.877,,185848000.0,315.385,,64.5,60.441,2.99565,
"Hong Kong SAR, China",HKG,1961,3168100.0,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income: nonOECD,35.0,6.1,,1383680000.0,436.754,,,67.5488,3105.98,
Honduras,HND,1961,2096407.0,Honduras,HND,Latin America & Caribbean,Lower middle income,49.63,19.312,,356199999.0,169.91,,135.5,46.953,18.7363,
Croatia,HRV,1961,4171672.0,Croatia,HRV,Europe & Central Asia,High income: nonOECD,17.8,9.1,,,,,,65.0155,74.5357,
Haiti,HTI,1961,3943364.0,Haiti,HTI,Latin America & Caribbean,Low income,43.995,22.236,,271066000.0,68.7645,,186.3,42.182,143.031,
Hungary,HUN,1961,10029321.0,Hungary,HUN,Europe & Central Asia,High income: OECD,14.0,9.6,,,,,45.6,68.9361,111.387,
Indonesia,IDN,1961,90138235.0,Indonesia,IDN,East Asia & Pacific,Lower middle income,44.261,18.671,,,,,145.1,47.276,49.735,
Isle of Man,IMN,1961,48281.0,Isle of Man,IMN,Europe & Central Asia,High income: nonOECD,13.8,17.8,,,,,,,84.7035,
India,IND,1961,458494963.0,India,IND,South Asia,Lower middle income,41.749,21.652,,39232400000.0,85.3543,,159.1,42.027,154.596,
Ireland,IRL,1961,2824400.0,Ireland,IRL,Europe & Central Asia,High income: OECD,21.2,12.3,752.018,2088010000.0,739.276,,29.2,69.9783,40.9987,
"Iran, Islamic Rep.",IRN,1961,22480418.0,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,47.226,21.275,,4426950000.0,196.925,,,45.512,13.8021,
Iraq,IRQ,1961,7475352.0,Iraq,IRQ,Middle East & North Africa,Upper middle income,42.542,16.761,,1831700000.0,245.032,,122.5,49.222,17.0916,
Iceland,ISL,1961,179029.0,Iceland,ISL,Europe & Central Asia,High income: OECD,25.5,7.0,2871.04,253886000.0,1418.13,,17.0,73.5034,1.78583,
Israel,ISR,1961,2185000.0,Israel,ISR,Middle East & North Africa,High income: OECD,25.1,5.8,,3138500000.0,1436.38,,,72.0066,100.97,
Italy,ITA,1961,50536350.0,Italy,ITA,Europe & Central Asia,High income: OECD,18.4,9.3,1046.42,44842800000.0,887.337,,42.6,69.7602,171.828,
Jamaica,JAM,1961,1650806.0,Jamaica,JAM,Latin America & Caribbean,Upper middle income,40.787,8.752,,748029000.0,453.056,,58.6,65.133,152.454,
Jordan,JOR,1961,973083.0,Jordan,JOR,Middle East & North Africa,Upper middle income,52.368,15.277,,,,,101.4,53.438,11.0379,
Japan,JPN,1961,94943000.0,Japan,JPN,East Asia & Pacific,High income: OECD,17.0,7.4,1246.01,53508600000.0,563.587,,27.9,68.31,258.912,
Kazakhstan,KAZ,1961,10129861.0,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,34.87,11.984,,,,,,58.7816,3.83354,
Kenya,KEN,1961,8361441.0,Kenya,KEN,Sub-Saharan Africa,Lower middle income,51.068,19.393,,792959000.0,94.6513,,113.7,47.417,14.7199,
Kyrgyz Republic,KGZ,1961,2255900.0,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,40.315,15.17,,,,,,56.5641,11.7617,
Cambodia,KHM,1961,5873015.0,Cambodia,KHM,East Asia & Pacific,Low income,46.353,21.61,,642857000.0,109.46,,,41.366,33.2708,
Kiribati,KIR,1961,42257.0,Kiribati,KIR,East Asia & Pacific,Lower middle income,46.806,18.749,,,,,,47.557,52.1346,
St. Kitts and Nevis,KNA,1961,51193.0,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income: nonOECD,,,,12483200.0,243.851,,,,146.263,
"Korea, Rep.",KOR,1961,25765673.0,"Korea, Rep.",KOR,East Asia & Pacific,High income: OECD,41.013,12.157,,2417640000.0,93.8318,,76.1,56.015,267.113,
Kuwait,KWT,1961,301336.0,Kuwait,KWT,Middle East & North Africa,High income: nonOECD,42.9,9.075,,,,,91.8,60.099,16.8673,
Lebanon,LBN,1961,1864605.0,Lebanon,LBN,Middle East & North Africa,Upper middle income,37.938,10.188,,,,,55.2,63.575,182.27,
Liberia,LBR,1961,1144986.0,Liberia,LBR,Sub-Saharan Africa,Low income,48.811,29.205,,,,,211.1,34.56,11.8594,
Libya,LBY,1961,1498071.0,Libya,LBY,Middle East & North Africa,Upper middle income,50.321,22.48,,,,,155.2,44.211,0.851399,
St. Lucia,LCA,1961,90914.0,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,47.986,13.078,,,,,,57.589,148.715,
Liechtenstein,LIE,1961,16894.0,Liechtenstein,LIE,Europe & Central Asia,High income: nonOECD,21.3,7.8,,,,,,,105.581,
Sri Lanka,LKA,1961,10111646.0,Sri Lanka,LKA,South Asia,Lower middle income,36.438,11.316,,1444330000.0,142.838,,68.1,59.769,161.244,
Lesotho,LSO,1961,866462.0,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,43.132,18.379,,35699300.0,41.8568,,140.5,48.162,28.0926,
Lithuania,LTU,1961,2823550.0,Lithuania,LTU,Europe & Central Asia,High income: nonOECD,22.2,7.9,,,,,,70.1027,45.0471,
Luxembourg,LUX,1961,316845.0,Luxembourg,LUX,Europe & Central Asia,High income: OECD,16.1,11.4,4630.02,704146000.0,2222.37,,,68.7377,,
Latvia,LVA,1961,2152681.0,Latvia,LVA,Europe & Central Asia,High income: nonOECD,16.7,10.1,,,,,,70.0324,34.6112,
"Macao SAR, China",MAC,1961,170465.0,"Macao SAR, China",MAC,East Asia & Pacific,High income: nonOECD,28.435,8.215,,,,,,65.301,8523.1,
St. Martin (French part),MAF,1961,4453.0,St. Martin (French part),MAF,Latin America & Caribbean,High income: nonOECD,,,,,,,,,73.3272,
Morocco,MAR,1961,12710547.0,Morocco,MAR,Middle East & North Africa,Lower middle income,50.537,18.083,,2025690000.0,158.924,,141.6,48.88,28.4774,
Monaco,MCO,1961,22808.0,Monaco,MCO,Europe & Central Asia,High income: nonOECD,,,,,,,,,11404.0,
Moldova,MDA,1961,2605000.0,Moldova,MDA,Europe & Central Asia,Lower middle income,26.864,11.352,,,,,,62.367,90.7444,
Madagascar,MDG,1961,5223568.0,Madagascar,MDG,Sub-Saharan Africa,Low income,48.594,24.42,,699162000.0,133.848,,,40.444,8.9823,
Maldives,MDV,1961,92350.0,Maldives,MDV,South Asia,Upper middle income,54.933,27.626,,,,,,37.936,307.75,
Mexico,MEX,1961,39394126.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,44.919,11.915,,14160000000.0,363.393,,99.8,57.668,20.0448,
Marshall Islands,MHL,1961,15051.0,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,,,,,,,82.2,,,
"Macedonia, FYR",MKD,1961,1507654.0,North Macedonia,MKD,Europe & Central Asia,Upper middle income,29.113,10.129,,,,,,61.259,59.2864,
Mali,MLI,1961,5322266.0,Mali,MLI,Sub-Saharan Africa,Low income,50.132,36.606,,,,,,28.345,4.36183,
Malta,MLT,1961,325250.0,Malta,MLT,Middle East & North Africa,High income: nonOECD,23.6,9.0,,,,,35.0,69.6144,1016.41,
Myanmar,MMR,1961,21438025.0,Myanmar,MMR,East Asia & Pacific,Lower middle income,43.217,21.413,,,,,,42.961,33.9866,
Montenegro,MNE,1961,491140.0,Montenegro,MNE,Europe & Central Asia,Upper middle income,28.91,9.504,,,,,,64.508,36.516,
Mongolia,MNG,1961,982178.0,Mongolia,MNG,East Asia & Pacific,Upper middle income,46.783,19.381,,,,,,49.304,0.632211,
Northern Mariana Islands,MNP,1961,10302.0,Northern Mariana Islands,MNP,East Asia & Pacific,High income: nonOECD,,,,,,,,,,
Mozambique,MOZ,1961,7541325.0,Mozambique,MOZ,Sub-Saharan Africa,Low income,46.319,23.97,,,,,,39.879,9.33659,
Mauritania,MRT,1961,883221.0,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,49.071,19.36,,107726000.0,123.034,,127.6,45.132,0.849501,
Mauritius,MUS,1961,680757.0,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,39.7,9.8,,,,,66.3,59.7484,335.348,
Malawi,MWI,1961,3700023.0,Malawi,MWI,Sub-Saharan Africa,Low income,51.575,27.75,,174577000.0,46.5816,,,36.934,39.7513,
Malaysia,MYS,1961,8418460.0,Malaysia,MYS,East Asia & Pacific,Upper middle income,42.317,10.027,,1901870000.0,225.934,,63.3,60.515,25.6211,
Namibia,NAM,1961,617277.0,Namibia,NAM,Sub-Saharan Africa,Upper middle income,42.057,18.362,,,,,,47.231,0.788639,
New Caledonia,NCL,1961,81200.0,New Caledonia,NCL,East Asia & Pacific,High income: nonOECD,33.2,9.3,,,,,,59.039,4.44201,
Niger,NER,1961,3486295.0,Niger,NER,Sub-Saharan Africa,Low income,58.194,28.881,,485785000.0,139.34,,,35.141,2.75229,
Nigeria,NGA,1961,46062905.0,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,46.287,25.941,,4467200000.0,96.979,,,37.431,50.5765,
Nicaragua,NIC,1961,1830400.0,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,50.87,18.096,,240525000.0,131.45,,129.9,47.636,15.2051,
Netherlands,NLD,1961,11638712.0,Netherlands,NLD,Europe & Central Asia,High income: OECD,21.3,7.6,1421.03,13493800000.0,1159.39,,16.0,73.6527,344.749,
Norway,NOR,1961,3609800.0,Norway,NOR,Europe & Central Asia,High income: OECD,17.3,9.2,8404.62,5632460000.0,1560.32,,17.9,73.5505,9.88326,
Nepal,NPL,1961,10221759.0,Nepal,NPL,South Asia,Low income,44.463,26.856,,531960000.0,51.8112,,213.3,35.941,71.799,
New Zealand,NZL,1961,2419700.0,New Zealand,NZL,East Asia & Pacific,High income: OECD,27.1,9.0,2616.85,5670060000.0,2343.29,,21.7,70.9854,9.18955,
Oman,OMN,1961,564890.0,Oman,OMN,Middle East & North Africa,High income: nonOECD,49.272,21.778,,,,,,43.499,1.82518,
Pakistan,PAK,1961,45984892.0,Pakistan,PAK,South Asia,Lower middle income,44.185,19.999,,4054600000.0,88.0186,,179.5,46.197,59.7567,
Panama,PAN,1961,1167035.0,Panama,PAN,Latin America & Caribbean,Upper middle income,41.241,9.609,,599026300.0,513.255,,63.6,61.38,15.6997,
Peru,PER,1961,10350242.0,Peru,PER,Latin America & Caribbean,Upper middle income,46.643,17.94,,2899650000.0,277.569,,132.5,48.628,8.16142,
Philippines,PHL,1961,27164617.0,Philippines,PHL,East Asia & Pacific,Lower middle income,43.77,9.396,,7256970000.0,267.183,,64.7,61.509,91.065,
Palau,PLW,1961,9900.0,Palau,PLW,East Asia & Pacific,Upper middle income,,,,,,,,,,
Papua New Guinea,PNG,1961,2051947.0,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,42.311,24.295,,244832000.0,106.585,,129.2,39.542,5.07234,
