Country,Year,Population,Next Population,Growth Rate,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Sierra Leone,1990,4325388,4584067.0,0.059804808262287686,SLE,Sub-Saharan Africa,Low income,46.558,25.386,,649645000.0,150.389,0.0,155.7,38.563,59.8471,
Sierra Leone,2000,4584067,6436698.0,0.40414570729441784,SLE,Sub-Saharan Africa,Low income,44.073,23.594,,635874000.0,138.699,0.118254,142.4,39.441,63.5158,3.616
Sierra Leone,2010,6436698,7314773.0,0.1364169951736123,SLE,Sub-Saharan Africa,Low income,38.675,15.25,,2578030000.0,401.835,0.58,108.3,49.382,88.8838,3.791
Sierra Leone,2015,7314773,,,SLE,Sub-Saharan Africa,Low income,35.055,12.63,,4218720000.0,588.228,6.34442,87.8,52.941,99.3615,4.75
Singapore,1970,2061831,2400729.0,0.1643674966570975,SGP,East Asia & Pacific,High income: nonOECD,22.1,5.2,,1920590000.0,925.804,,21.8,68.2794,3096.28,
Singapore,1980,2400729,3022209.0,0.2588713678220241,SGP,East Asia & Pacific,High income: nonOECD,17.6,4.9,2718.37,11896300000.0,4928.14,,11.9,72.1902,3602.9,
Singapore,1990,3022209,4053602.0,0.34127123570871504,SGP,East Asia & Pacific,High income: nonOECD,18.2,4.7,4983.05,36144300000.0,11861.8,0.0,6.1,75.2951,4547.96,
Singapore,2000,4053602,5163590.0,0.27382757359997356,SGP,East Asia & Pacific,High income: nonOECD,13.7,4.5,7575.44,96074500000.0,23852.3,36.0,3.0,77.9512,6011.77,3.7
Singapore,2010,5163590,5650018.0,0.09420345147465232,SGP,East Asia & Pacific,High income: nonOECD,9.3,4.4,8679.99,240000000000.0,47237.0,71.0,2.2,81.5415,7231.81,4.12
Singapore,2015,5650018,,,SGP,East Asia & Pacific,High income: nonOECD,9.7,4.8,,308000000000.0,55646.6,79.013,2.2,82.7439,7806.77,3.79
Slovenia,1970,1741286,1901570.0,0.09204920960715242,SVN,Europe & Central Asia,High income: OECD,15.9,10.1,,,,,,68.6098,85.645,
Slovenia,1980,1901570,1986024.0,0.044412774707215615,SVN,Europe & Central Asia,High income: OECD,15.7,9.9,,,,,,71.1049,94.4049,
Slovenia,1990,1986024,1984339.0,-0.0008484288205983413,SVN,Europe & Central Asia,High income: OECD,11.2,9.3,5334.91,18130700000.0,9073.71,0.0,8.8,73.2049,99.2136,
Slovenia,2000,1984339,2057286.0,0.03676135982813421,SVN,Europe & Central Asia,High income: OECD,9.1,9.3,5778.0,20342200000.0,10227.7,15.1103,4.6,75.4122,98.755,6.918
Slovenia,2010,2057286,2080862.0,0.011459758147384466,SVN,Europe & Central Asia,High income: OECD,10.9,9.1,6510.84,48013600000.0,23437.5,70.0,2.6,79.422,101.686,7.236
Slovenia,2015,2080862,,,SVN,Europe & Central Asia,High income: OECD,10.0,9.6,,43102000000.0,20887.5,73.0987,2.0,80.7756,102.446,8.962
Solomon Islands,1970,172833,233668.0,0.3519871783745002,SLB,East Asia & Pacific,Lower middle income,45.365,11.816,,,,,74.8,56.203,5.72526,
Solomon Islands,1980,233668,324171.0,0.3873144803738638,SLB,East Asia & Pacific,Lower middle income,44.204,8.013,,168715000.0,731.808,,41.7,62.453,8.23673,
Solomon Islands,1990,324171,429978.0,0.32639255207899537,SLB,East Asia & Pacific,Lower middle income,39.989,6.779,,302515000.0,970.016,0.0,31.3,64.365,11.1421,
Solomon Islands,2000,429978,540394.0,0.2567945336738159,SLB,East Asia & Pacific,Lower middle income,35.569,5.561,,435104000.0,1054.39,0.481297,25.3,67.442,14.7431,2.485
Solomon Islands,2010,540394,612660.0,0.13372835375670344,SLB,East Asia & Pacific,Lower middle income,33.965,4.752,,681151000.0,1290.4,5.0,21.7,70.674,18.8589,1.727
Solomon Islands,2015,612660,,,SLB,East Asia & Pacific,Lower middle income,33.556,4.38,,1154650000.0,1914.47,10.0005,18.8,72.173,21.5476,2.013
Somalia,1970,3720977,5892224.0,0.5835152971921084,SOM,Sub-Saharan Africa,Low income,46.601,23.11,,322600000.0,93.6547,,,40.957,5.49075,
Somalia,1980,5892224,6999096.0,0.1878530076249647,SOM,Sub-Saharan Africa,Low income,43.982,19.588,,603593000.0,96.0961,,,44.726,10.0123,
Somalia,1990,6999096,8721465.0,0.24608449434041196,SOM,Sub-Saharan Africa,Low income,48.505,19.554,,917044000.0,126.925,0.0,107.9,45.378,11.517,
Somalia,2000,8721465,12026649.0,0.3789711934864154,SOM,Sub-Saharan Africa,Low income,49.024,15.489,,,,0.02,104.2,50.869,14.1427,15.259
Somalia,2010,12026649,13763906.0,0.14445062793468072,SOM,Sub-Saharan Africa,Low income,44.162,12.869,,,,,96.1,53.99,19.1983,14.568
Somalia,2015,13763906,,,SOM,Sub-Saharan Africa,Low income,42.303,11.534,,4049000000.0,293.465,1.76,83.1,55.92,21.9932,14.412
South Africa,1970,22368306,29463549.0,0.31720073035481544,ZAF,Sub-Saharan Africa,Upper middle income,38.542,14.255,,18418400000.0,834.553,,,52.62,18.193,
South Africa,1980,29463549,39877570.0,0.3534543988573814,ZAF,Sub-Saharan Africa,Upper middle income,36.031,10.815,3519.27,82980500000.0,2905.81,,66.9,58.107,23.5405,
South Africa,1990,39877570,46813266.0,0.17392474014840925,ZAF,Sub-Saharan Africa,Upper middle income,30.312,8.082,4238.75,116000000000.0,3139.97,0.0,45.8,63.307,30.3362,
South Africa,2000,46813266,51784921.0,0.10620184030740346,ZAF,Sub-Saharan Africa,Upper middle income,22.854,12.107,4579.95,136000000000.0,3032.43,5.34856,49.0,56.048,37.0687,30.229
South Africa,2010,51784921,55876504.0,0.07901108896159173,ZAF,Sub-Saharan Africa,Upper middle income,23.305,12.085,4542.6,375000000000.0,7328.59,24.0,38.2,57.669,42.2203,24.693
South Africa,2015,55876504,,,ZAF,Sub-Saharan Africa,Upper middle income,21.719,9.769,,317000000000.0,5730.93,51.9191,31.4,62.649,45.6573,25.156
South Sudan,1970,3342410,4192011.0,0.25418814567931525,SSD,Sub-Saharan Africa,Low income,50.515,28.148,,,,,,35.807,,
South Sudan,1980,4192011,4750817.0,0.13330260822311774,SSD,Sub-Saharan Africa,Low income,48.06,24.607,,,,,174.4,39.033,,
South Sudan,1990,4750817,6114440.0,0.28702915730073375,SSD,Sub-Saharan Africa,Low income,47.406,20.795,,,,,150.2,43.524,,
South Sudan,2000,6114440,9714419.0,0.5887667554183212,SSD,Sub-Saharan Africa,Low income,43.081,16.075,,,,,110.1,49.166,,13.595
South Sudan,2010,9714419,11194299.0,0.15233849806148983,SSD,Sub-Saharan Africa,Low income,38.219,11.984,,15727400000.0,1654.06,,69.7,54.8,,13.141
South Sudan,2015,11194299,,,SSD,Sub-Saharan Africa,Low income,36.116,10.826,,12374500000.0,1154.8,5.5,63.7,56.855,,12.838
Spain,1970,33792617,37491666.0,0.10946322979365582,ESP,Europe & Central Asia,High income: OECD,19.5,8.3,1415.84,40881700000.0,1209.0,,,72.0273,67.6588,
Spain,1980,37491666,38889889.0,0.037294234937439164,ESP,Europe & Central Asia,High income: OECD,15.2,7.7,2644.22,232000000000.0,6191.71,,12.4,75.3493,75.0619,
Spain,1990,38889889,40741651.0,0.04761551260791719,ESP,Europe & Central Asia,High income: OECD,10.3,8.6,3536.75,535000000000.0,13767.4,0.0128736,7.4,76.8376,77.8218,
Spain,2000,40741651,46572772.0,0.14312431766694972,ESP,Europe & Central Asia,High income: OECD,9.8,8.9,5167.81,595000000000.0,14676.7,13.625,4.4,78.9659,81.2983,13.785
Spain,2010,46572772,46431342.0,-0.0030367528907233607,ESP,Europe & Central Asia,High income: OECD,10.4,8.2,5706.56,1430000000000.0,30736.6,65.8,3.2,81.6268,93.1519,19.86
Spain,2015,46431342,,,ESP,Europe & Central Asia,High income: OECD,9.0,9.1,,1200000000000.0,25817.4,78.6896,2.7,82.8317,92.9527,22.057
Sri Lanka,1970,12388769,14943645.0,0.20622517055568637,LKA,South Asia,Lower middle income,30.601,7.841,,2296470000.0,183.927,,54.1,64.097,199.103,
Sri Lanka,1980,14943645,17204094.0,0.15126490223770706,LKA,South Asia,Lower middle income,27.004,6.31,94.7736,4024620000.0,267.669,,39.5,68.171,239.768,
Sri Lanka,1990,17204094,18776371.0,0.09138970061428402,LKA,South Asia,Lower middle income,20.624,6.5,151.451,8032550000.0,463.619,0.0,18.7,69.509,276.284,
Sri Lanka,2000,18776371,20668557.0,0.10077485154080093,LKA,South Asia,Lower middle income,18.463,6.89,294.819,16330800000.0,869.697,0.64741,14.2,71.333,299.436,7.74
Sri Lanka,2010,20668557,21336697.0,0.03232639801607824,LKA,South Asia,Lower middle income,17.838,6.02,459.684,56725700000.0,2799.65,12.0,10.0,75.439,323.102,4.94
Sri Lanka,2015,21336697,,,LKA,South Asia,Lower middle income,16.609,6.368,,80604100000.0,3843.78,12.1,7.5,76.316,334.396,4.67
Sudan,1970,11305206,16673586.0,0.4748591047345798,SDN,Sub-Saharan Africa,Lower middle income,47.184,14.743,0.0,2437670000.0,176.954,,95.5,52.234,,
Sudan,1980,16673586,21090886.0,0.2649280124863362,SDN,Sub-Saharan Africa,Lower middle income,45.318,13.175,36.7166,7459830000.0,392.415,,90.1,54.253,,
Sudan,1990,21090886,26298773.0,0.24692594706547652,SDN,Sub-Saharan Africa,Lower middle income,41.809,12.045,49.7458,12408600000.0,483.953,0.0,82.2,55.5,,
Sudan,2000,26298773,33739933.0,0.2829470409132776,SDN,Sub-Saharan Africa,Lower middle income,39.54,10.263,62.4053,12257400000.0,366.173,0.025785,66.9,58.472,,16.935
Sudan,2010,33739933,38171178.0,0.13133532304287623,SDN,Sub-Saharan Africa,Lower middle income,35.475,8.122,131.055,65634100000.0,1489.88,16.7,50.9,62.764,,13.352
Sudan,2015,38171178,,,SDN,Sub-Saharan Africa,Lower middle income,33.318,7.428,0.0,96741700000.0,2486.75,26.61,45.4,64.429,,13.155
Suriname,1970,379918,375112.0,-0.012650098179080749,SUR,Latin America & Caribbean,Upper middle income,37.291,8.859,,274900000.0,747.151,,,62.911,2.35853,
Suriname,1980,375112,412756.0,0.100354027597091,SUR,Latin America & Caribbean,Upper middle income,29.799,7.468,,795000000.0,2211.29,,,65.575,2.30461,
Suriname,1990,412756,478998.0,0.16048706741997693,SUR,Latin America & Caribbean,Upper middle income,27.954,7.256,,388400000.0,958.615,0.0,41.0,67.436,2.59723,
Suriname,2000,478998,546080.0,0.14004651376414934,SUR,Latin America & Caribbean,Upper middle income,23.735,7.453,2265.64,947672000.0,2012.26,2.50641,30.1,67.822,3.0189,12.88
Suriname,2010,546080,575475.0,0.05382910928801641,SUR,Latin America & Caribbean,Upper middle income,20.485,7.017,2980.36,4368400000.0,8255.8,31.59,22.0,70.465,3.39187,7.15
Suriname,2015,575475,,,SUR,Latin America & Caribbean,Upper middle income,19.292,7.164,,4787370000.0,8561.97,42.7638,18.6,71.249,3.58425,7.22
Sweden,1970,8027702,8311763.0,0.03538509526138364,SWE,Europe & Central Asia,High income: OECD,13.7,9.9,7315.98,37597400000.0,4674.66,,11.3,74.6493,19.6003,
Sweden,1980,8311763,8548406.0,0.0284708551001755,SWE,Europe & Central Asia,High income: OECD,11.7,11.0,10703.4,140000000000.0,16875.6,,7.1,75.741,20.2528,
Sweden,1990,8548406,8871043.0,0.03774235804897428,SWE,Europe & Central Asia,High income: OECD,14.5,11.1,15836.0,258000000000.0,30196.1,0.584192,5.9,77.5368,20.8579,
Sweden,2000,8871043,9381729.0,0.057567751616129016,SWE,Europe & Central Asia,High income: OECD,10.2,10.5,15681.6,260000000000.0,29323.2,45.6877,3.4,79.6439,21.6214,5.466
Sweden,2010,9381729,9849349.0,0.04984369085911563,SWE,Europe & Central Asia,High income: OECD,12.3,9.6,14934.3,489000000000.0,52132.9,90.0,2.5,81.4512,22.8545,8.61
Sweden,2015,9849349,,,SWE,Europe & Central Asia,High income: OECD,11.7,9.3,,498000000000.0,50832.6,90.6102,2.3,82.2049,24.0583,7.432
Switzerland,1970,6181227,6319113.0,0.02230722152737636,CHE,Europe & Central Asia,High income: OECD,16.1,9.2,4306.51,,,,15.0,73.0202,156.367,
Switzerland,1980,6319113,6711693.0,0.062125807846765836,CHE,Europe & Central Asia,High income: OECD,11.7,9.4,5992.33,119000000000.0,18832.2,,8.4,75.4593,159.872,
Switzerland,1990,6711693,7182059.0,0.0700815725629882,CHE,Europe & Central Asia,High income: OECD,12.5,9.5,7445.29,258000000000.0,38428.4,0.595714,6.6,77.2424,169.888,
Switzerland,2000,7182059,7822435.0,0.08916328868921851,CHE,Europe & Central Asia,High income: OECD,10.9,8.7,7845.63,272000000000.0,37868.3,47.1,4.7,79.6805,181.769,2.666
Switzerland,2010,7822435,8281732.0,0.058715348865155156,CHE,Europe & Central Asia,High income: OECD,10.3,8.0,8174.41,584000000000.0,74605.7,83.9,3.9,82.2463,198.019,4.807
Switzerland,2015,8281732,,,CHE,Europe & Central Asia,High income: OECD,10.5,8.2,,680000000000.0,82081.6,87.4791,3.8,82.8976,209.596,4.801
Tajikistan,1970,2993019,4045965.0,0.35180064008948825,TJK,Europe & Central Asia,Lower middle income,42.361,14.939,,,,,,54.007,20.9353,
Tajikistan,1980,4045965,5417860.0,0.33907732765854376,TJK,Europe & Central Asia,Lower middle income,40.627,12.646,,,,,99.6,57.108,27.904,
Tajikistan,1990,5417860,6272998.0,0.1578368580952627,TJK,Europe & Central Asia,Lower middle income,40.557,11.425,3358.56,2629400000.0,497.632,0.0,80.7,58.824,37.7523,
Tajikistan,2000,6272998,7621779.0,0.2150137781009973,TJK,Europe & Central Asia,Lower middle income,30.624,8.511,2161.56,860521000.0,138.429,0.0485996,67.8,61.974,44.4151,14.612
Tajikistan,2010,7621779,8524063.0,0.11838233567255099,TJK,Europe & Central Asia,Lower middle income,31.627,5.746,1893.22,5642180000.0,749.553,11.55,37.3,68.736,53.7825,11.634
Tajikistan,2015,8524063,,,TJK,Europe & Central Asia,Lower middle income,32.115,5.201,,7854600000.0,929.096,18.98,32.9,70.137,60.9124,11.35
Tanzania,1970,13618192,19297659.0,0.4170500019385833,TZA,Sub-Saharan Africa,Low income,48.185,18.201,,,,,127.4,46.784,15.2805,
Tanzania,1980,19297659,26206012.0,0.3579891737127286,TZA,Sub-Saharan Africa,Low income,46.455,15.549,36.8967,,,,107.0,50.288,20.9283,
Tanzania,1990,26206012,34463704.0,0.31510677778824187,TZA,Sub-Saharan Africa,Low income,43.986,14.914,51.6985,4258740000.0,173.791,0.0,100.5,50.206,28.4532,
Tanzania,2000,34463704,45110527.0,0.30892857598823387,TZA,Sub-Saharan Africa,Low income,41.648,13.808,59.1059,13376000000.0,410.952,0.117194,79.4,50.801,37.818,3.156
Tanzania,2010,45110527,52542823.0,0.16475746337434719,TZA,Sub-Saharan Africa,Low income,40.249,9.212,96.6254,32014200000.0,743.404,2.9,47.5,58.584,50.0638,3.035
Tanzania,2015,52542823,,,TZA,Sub-Saharan Africa,Low income,37.866,7.161,,47378600000.0,947.933,20.0,41.9,63.111,58.1199,2.123
Thailand,1970,35791728,45737753.0,0.2778861361485537,THA,East Asia & Pacific,Upper middle income,37.846,10.072,,7086540000.0,192.128,0.0,71.0,59.385,72.1966,
Thailand,1980,45737753,55228410.0,0.20750160157627331,THA,East Asia & Pacific,Upper middle income,26.45,7.289,290.578,32353400000.0,682.93,0.0,46.8,64.432,92.7293,
Thailand,1990,55228410,63066603.0,0.14192320582830467,THA,East Asia & Pacific,Upper middle income,19.222,5.707,709.552,85343100000.0,1508.94,0.0,30.2,70.248,110.705,
Thailand,2000,63066603,68270489.0,0.0825141319249429,THA,East Asia & Pacific,Upper middle income,14.524,6.877,1448.07,126000000000.0,2007.74,3.68904,18.6,70.623,123.222,2.39
Thailand,2010,68270489,70294397.0,0.029645429960227763,THA,East Asia & Pacific,Upper middle income,11.757,7.191,2307.8,341000000000.0,5076.34,22.4,11.5,74.184,131.525,0.622
Thailand,2015,70294397,,,THA,East Asia & Pacific,Upper middle income,10.836,7.389,,401000000000.0,5840.05,39.3161,9.0,76.091,134.5,0.597
Timor-Leste,1970,554021,642224.0,0.159205156483238,TLS,East Asia & Pacific,Lower middle income,43.114,23.081,,,,,,39.529,38.4375,
Timor-Leste,1980,642224,758106.0,0.18043860086200453,TLS,East Asia & Pacific,Lower middle income,38.134,26.71,,,,,,34.419,40.3433,
Timor-Leste,1990,758106,878360.0,0.1586242557109428,TLS,East Asia & Pacific,Lower middle income,41.933,16.58,,,,0.0,131.0,48.492,49.6176,
Timor-Leste,2000,878360,1088486.0,0.23922537456168314,TLS,East Asia & Pacific,Lower middle income,39.547,10.366,,439646000.0,497.131,,85.0,59.002,59.4732,3.971
Timor-Leste,2010,1088486,1205813.0,0.10778916770633706,TLS,East Asia & Pacific,Lower middle income,30.694,6.505,,3998960000.0,3656.95,3.0,52.0,67.186,73.5389,3.301
Timor-Leste,2015,1205813,,,TLS,East Asia & Pacific,Lower middle income,29.32,6.169,,3092620000.0,2585.15,23.0,43.4,68.459,80.4507,3.343
Togo,1970,2197383,2838110.0,0.29158640073214365,TGO,Sub-Saharan Africa,Low income,48.245,18.87,,253977000.0,120.054,0.0,132.2,46.568,38.8954,
Togo,1980,2838110,3875947.0,0.36567892012642217,TGO,Sub-Saharan Africa,Low income,47.1,14.727,62.8483,1136410000.0,417.669,0.0,106.5,52.339,50.0246,
Togo,1990,3875947,5008035.0,0.2920803612639698,TGO,Sub-Saharan Africa,Low income,41.585,11.973,90.8775,1628430000.0,431.45,0.0,89.7,55.887,69.3935,
Togo,2000,5008035,6571855.0,0.3122621946531923,TGO,Sub-Saharan Africa,Low income,39.833,12.756,95.24,1488190000.0,302.206,0.8,75.7,53.491,90.5387,2.102
Togo,2010,6571855,7473229.0,0.1371567084179429,TGO,Sub-Saharan Africa,Low income,37.207,10.175,124.111,3426020000.0,533.509,3.0,58.6,57.468,118.067,1.934
Togo,2015,7473229,,,TGO,Sub-Saharan Africa,Low income,34.51,8.841,,4179190000.0,570.681,7.12,51.4,59.927,134.642,1.692
Tonga,1970,86484,96708.0,0.1182183987789649,TON,East Asia & Pacific,Upper middle income,36.234,7.092,,,,,39.0,64.0,117.154,
Tonga,1980,96708,98727.0,0.02087728005956074,TON,East Asia & Pacific,Upper middle income,34.621,6.348,,53260100.0,572.868,,24.7,66.889,129.126,
Tonga,1990,98727,102603.0,0.039259776960709834,TON,East Asia & Pacific,Upper middle income,31.341,6.225,,113564000.0,1194.54,0.0,18.9,68.935,132.04,
Tonga,2000,102603,107383.0,0.04658733175443213,TON,East Asia & Pacific,Upper middle income,28.248,6.862,,202363000.0,2065.5,2.4344,15.1,69.667,136.074,3.796
Tonga,2010,107383,106122.0,-0.011743013326131696,TON,East Asia & Pacific,Upper middle income,27.421,7.179,,369485000.0,3553.22,16.0,14.9,70.059,144.425,1.146
Tonga,2015,106122,,,TON,East Asia & Pacific,Upper middle income,25.354,7.24,,435438000.0,4320.64,38.6513,14.4,70.517,139.974,1.08
Trinidad and Tobago,1970,988890,1127852.0,0.1405232128952664,TTO,Latin America & Caribbean,High income: nonOECD,26.789,7.462,,821850000.0,869.351,,43.8,64.7,184.281,
Trinidad and Tobago,1980,1127852,1266518.0,0.12294698240549291,TTO,Latin America & Caribbean,High income: nonOECD,28.639,7.744,1876.02,6235830000.0,5748.67,,34.3,66.533,211.451,
Trinidad and Tobago,1990,1266518,1332203.0,0.05186266598658685,TTO,Latin America & Caribbean,High income: nonOECD,20.72,7.483,2684.43,5068000000.0,4150.3,0.0,26.8,68.086,238.034,
Trinidad and Tobago,2000,1332203,1410296.0,0.05861944463418863,TTO,Latin America & Caribbean,High income: nonOECD,14.724,7.598,3993.2,8154340000.0,6435.16,7.72141,25.4,69.413,247.008,3.615
Trinidad and Tobago,2010,1410296,1460177.0,0.03536917072727995,TTO,Latin America & Caribbean,High income: nonOECD,15.206,7.77,6189.07,22157900000.0,16683.4,48.5,20.8,71.946,258.898,3.775
Trinidad and Tobago,2015,1460177,,,TTO,Latin America & Caribbean,High income: nonOECD,14.007,8.07,,25121500000.0,18332.5,69.1985,18.0,72.941,267.12,2.211
Tunisia,1970,5047404,6578156.0,0.3032751093433377,TUN,Middle East & North Africa,Upper middle income,41.243,15.503,,1439240000.0,284.22,,121.6,51.145,32.594,
Tunisia,1980,6578156,8440023.0,0.2830378300545016,TUN,Middle East & North Africa,Upper middle income,34.962,8.857,402.727,8744130000.0,1371.84,,69.1,61.999,41.0275,
Tunisia,1990,8440023,9893316.0,0.17219064450416782,TUN,Middle East & North Africa,Upper middle income,25.975,6.275,631.605,12290600000.0,1491.12,0.0,43.3,68.792,53.0542,
Tunisia,2000,9893316,10895063.0,0.10125492807467183,TUN,Middle East & North Africa,Upper middle income,17.297,5.53,976.479,21473200000.0,2211.83,2.75074,25.0,73.172,62.4894,14.94
Tunisia,2010,10895063,11557779.0,0.060827183835467494,TUN,Middle East & North Africa,Upper middle income,18.149,6.194,1364.99,44050900000.0,4141.98,36.8,15.8,75.041,68.4555,13.049
Tunisia,2015,11557779,,,TUN,Middle East & North Africa,Upper middle income,18.707,6.298,,43152500000.0,3859.81,46.5,14.8,75.922,71.9616,15.218
Turkey,1970,35540990,44089069.0,0.2405132496309191,TUR,Europe & Central Asia,Upper middle income,39.992,14.993,222.386,17087000000.0,489.93,,127.1,52.286,45.3157,
Turkey,1980,44089069,54324142.0,0.23214536464809452,TUR,Europe & Central Asia,Upper middle income,34.522,11.204,495.543,68789300000.0,1564.25,,90.1,58.667,57.1391,
Turkey,1990,54324142,64113547.0,0.18020358241461043,TUR,Europe & Central Asia,Upper middle income,25.865,8.247,929.699,151000000000.0,2794.35,0.0,55.4,64.256,70.0619,
Turkey,2000,64113547,73195345.0,0.141651779147393,TUR,Europe & Central Asia,Upper middle income,21.672,6.466,1652.75,273000000000.0,4316.55,3.76169,30.9,70.005,82.1696,6.495
Turkey,2010,73195345,79646178.0,0.08813173843227326,TUR,Europe & Central Asia,Upper middle income,17.918,5.697,2491.63,772000000000.0,10672.4,39.82,14.9,74.507,93.9763,10.66
Turkey,2015,79646178,,,TUR,Europe & Central Asia,Upper middle income,16.718,5.404,,860000000000.0,10948.7,53.745,10.9,76.532,102.035,10.236
Turkmenistan,1970,2201432,2862903.0,0.3004730557200949,TKM,Europe & Central Asia,Upper middle income,37.898,11.824,,,,,,58.472,4.67128,
Turkmenistan,1980,2862903,3720278.0,0.29947748840949207,TKM,Europe & Central Asia,Upper middle income,36.301,9.985,,,,,94.9,60.999,6.12178,
Turkmenistan,1990,3720278,4569132.0,0.22816950776259193,TKM,Europe & Central Asia,Upper middle income,35.465,8.811,2282.87,3189540000.0,865.789,0.0,68.3,62.81,7.8394,
Turkmenistan,2000,4569132,5267970.0,0.15294764957545548,TKM,Europe & Central Asia,Upper middle income,23.601,7.771,1692.16,2904660000.0,643.175,0.133282,65.7,63.613,9.61022,11.781
Turkmenistan,2010,5267970,5766431.0,0.09462107794843175,TKM,Europe & Central Asia,Upper middle income,25.405,7.214,2382.05,22583200000.0,4439.2,3.0,50.2,66.657,10.8255,4.0
Turkmenistan,2015,5766431,,,TKM,Europe & Central Asia,Upper middle income,26.005,7.098,,35799700000.0,6432.68,14.9968,43.2,67.704,11.8428,3.84
Uganda,1970,10317212,13284026.0,0.28755966243593717,UGA,Sub-Saharan Africa,Low income,48.45,16.64,,1260080000.0,133.972,,114.1,49.251,47.0727,
Uganda,1980,13284026,17586630.0,0.3238930727777859,UGA,Sub-Saharan Africa,Low income,49.045,16.117,,1244609999.0,100.03,,127.5,50.0,62.2708,
Uganda,1990,17586630,24020697.0,0.3658499098462866,UGA,Sub-Saharan Africa,Low income,49.855,18.012,,4304400000.0,248.029,0.0,108.6,45.853,86.8545,
Uganda,2000,24020697,32341728.0,0.34641088890967653,UGA,Sub-Saharan Africa,Low income,48.584,16.511,,6193250000.0,261.869,0.163714,88.4,46.229,118.363,2.833
Uganda,2010,32341728,37477356.0,0.15879262852003456,UGA,Sub-Saharan Africa,Low income,44.693,9.659,,20186500000.0,622.499,12.5,50.2,57.099,161.72,3.68
Uganda,2015,37477356,,,UGA,Sub-Saharan Africa,Low income,40.68,7.345,,27102700000.0,709.021,17.8349,38.6,61.373,190.632,1.87
Ukraine,1970,47279086,49973920.0,0.0569984368987167,UKR,Europe & Central Asia,Lower middle income,15.135,8.832,,,,,,70.2352,81.2788,
Ukraine,1980,49973920,51589817.0,0.03233480583472339,UKR,Europe & Central Asia,Lower middle income,15.147,11.432,,,,,22.7,68.8178,86.2447,
Ukraine,1990,51589817,48879755.0,-0.05253094811326817,UKR,Europe & Central Asia,Lower middle income,12.6,12.1,4787.48,81456900000.0,1569.74,0.0,16.6,70.0976,89.5693,
Ukraine,2000,48879755,45683020.0,-0.06539998001217477,UKR,Europe & Central Asia,Lower middle income,7.8,15.4,2778.44,31261500000.0,635.709,0.716184,15.8,67.6756,84.8811,11.707
Ukraine,2010,45683020,44982564.0,-0.015332961787552574,UKR,Europe & Central Asia,Lower middle income,10.8,15.2,3549.85,136000000000.0,2965.14,23.3,10.1,70.2654,79.1802,8.1
Ukraine,2015,44982564,,,UKR,Europe & Central Asia,Lower middle income,10.7,14.9,,91031000000.0,2124.66,48.8846,8.1,71.1895,77.9472,9.14
United Arab Emirates,1970,298084,1014048.0,2.4018867164960214,ARE,Middle East & North Africa,High income: nonOECD,37.276,7.479,,,,,70.5,61.215,3.30208,
United Arab Emirates,1980,1014048,1900151.0,0.8738274716778693,ARE,Middle East & North Africa,High income: nonOECD,29.839,3.654,5752.77,43598700000.0,42764.5,,29.1,68.213,14.3552,
United Arab Emirates,1990,1900151,3275333.0,0.7237224831079214,ARE,Middle East & North Africa,High income: nonOECD,25.984,2.562,8500.73,50701400000.0,27729.5,0.0,14.3,71.939,25.7453,
United Arab Emirates,2000,3275333,8481771.0,1.5895904324842696,ARE,Middle East & North Africa,High income: nonOECD,16.494,1.869,12314.1,104000000000.0,33291.4,23.6253,9.6,74.327,44.1293,2.25
United Arab Emirates,2010,8481771,8916899.0,0.051301550112588516,ARE,Middle East & North Africa,High income: nonOECD,11.888,1.403,10610.0,290000000000.0,33893.3,68.0,7.3,76.332,120.388,2.663
United Arab Emirates,2015,8916899,,,ARE,Middle East & North Africa,High income: nonOECD,10.772,1.377,,358000000000.0,38663.4,90.5,6.7,77.285,130.427,1.836
United Kingdom,1970,55650166,56326328.0,0.012150224313796297,GBR,Europe & Central Asia,High income: OECD,16.2,11.8,4166.93,131000000000.0,2347.54,,18.0,71.9732,230.08,
United Kingdom,1980,56326328,57210442.0,0.01569628327271751,GBR,Europe & Central Asia,High income: OECD,13.4,11.7,4683.93,565000000000.0,10032.1,,12.1,73.6756,232.771,
United Kingdom,1990,57210442,58850043.0,0.02865912135410525,GBR,Europe & Central Asia,High income: OECD,13.9,11.2,5356.58,1090000000000.0,19095.5,0.0873553,7.9,75.8805,236.629,
United Kingdom,2000,58850043,62760039.0,0.06643998543892313,GBR,Europe & Central Asia,High income: OECD,11.5,10.3,6114.53,1650000000000.0,27987.8,26.8218,5.6,77.7415,243.428,5.562
United Kingdom,2010,62760039,65224364.0,0.03926582964679165,GBR,Europe & Central Asia,High income: OECD,12.9,8.9,5700.86,2450000000000.0,39079.8,85.0,4.4,80.4024,259.44,7.787
United Kingdom,2015,65224364,,,GBR,Europe & Central Asia,High income: OECD,11.9,9.2,,2900000000000.0,44472.2,92.0003,3.8,80.9561,269.205,5.301
